ID;Nr;Messtag;Name;Fahrbahn;Belag;Manoever;Geschwindigkeit;Fahrzeug;Reifen;Reifendruck;Witterung;Stoerung;Mikrofon;Position
0;0;1;Stillstand Motor aus;Oval;Asphalt;Stillstand;0 km/h;W75;Goodyear;8 bar;trocken;keine;PCB - Kein;1
1;0;1;Stillstand Motor aus;Oval;Asphalt;Stillstand;0 km/h;W75;Goodyear;8 bar;trocken;keine;PCB - Kein;2
2;1;1;Stillstand Leerlauf;Oval;Asphalt;Stillstand;0 km/h;W75;Goodyear;8 bar;trocken;keine;PCB - Kein;1
3;1;1;Stillstand Leerlauf;Oval;Asphalt;Stillstand;0 km/h;W75;Goodyear;8 bar;trocken;keine;PCB - Kein;2
4;2;1;Stillstand Drehzahlerhoehung;Oval;Asphalt;Stillstand;0 km/h;W75;Goodyear;8 bar;trocken;keine;PCB - Kein;1
5;2;1;Stillstand Drehzahlerhoehung;Oval;Asphalt;Stillstand;0 km/h;W75;Goodyear;8 bar;trocken;keine;PCB - Kein;2
6;3;1;Konstantfahrt Asphalt trocken;Oval;Asphalt;Konstantfahrt;30 km/h;W75;Goodyear;8 bar;trocken;keine;PCB - Kein;1
7;3;1;Konstantfahrt Asphalt trocken;Oval;Asphalt;Konstantfahrt;30 km/h;W75;Goodyear;8 bar;trocken;keine;PCB - Kein;2
8;4;1;Konstantfahrt Asphalt trocken;Oval;Asphalt;Konstantfahrt;50 km/h;W75;Goodyear;8 bar;trocken;keine;PCB - Kein;1
9;4;1;Konstantfahrt Asphalt trocken;Oval;Asphalt;Konstantfahrt;50 km/h;W75;Goodyear;8 bar;trocken;keine;PCB - Kein;2
10;5;1;Konstantfahrt Asphalt trocken;Oval;Asphalt;Konstantfahrt;80 km/h;W75;Goodyear;8 bar;trocken;keine;PCB - Kein;1
11;5;1;Konstantfahrt Asphalt trocken;Oval;Asphalt;Konstantfahrt;80 km/h;W75;Goodyear;8 bar;trocken;keine;PCB - Kein;2
12;6;1;Konstantfahrt Beton trocken;Oval;Beton;Konstantfahrt;30 km/h;W75;Goodyear;8 bar;trocken;keine;PCB - Kein;1
13;6;1;Konstantfahrt Beton trocken;Oval;Beton;Konstantfahrt;30 km/h;W75;Goodyear;8 bar;trocken;keine;PCB - Kein;2
14;7;1;Konstantfahrt Beton trocken;Oval;Beton;Konstantfahrt;50 km/h;W75;Goodyear;8 bar;trocken;keine;PCB - Kein;1
15;7;1;Konstantfahrt Beton trocken;Oval;Beton;Konstantfahrt;50 km/h;W75;Goodyear;8 bar;trocken;keine;PCB - Kein;2
16;8;1;Konstantfahrt Beton trocken;Oval;Beton;Konstantfahrt;80 km/h;W75;Goodyear;8 bar;trocken;keine;PCB - Kein;1
17;8;1;Konstantfahrt Beton trocken;Oval;Beton;Konstantfahrt;80 km/h;W75;Goodyear;8 bar;trocken;keine;PCB - Kein;2
18;9;1;Konstantfahrt Blaubasalt trocken;Oval;Blaubasalt;Konstantfahrt;30 km/h;W75;Goodyear;8 bar;trocken;keine;PCB - Kein;1
19;9;1;Konstantfahrt Blaubasalt trocken;Oval;Blaubasalt;Konstantfahrt;30 km/h;W75;Goodyear;8 bar;trocken;keine;PCB - Kein;2
20;10;1;Konstantfahrt Blaubasalt trocken;Oval;Blaubasalt;Konstantfahrt;50 km/h;W75;Goodyear;8 bar;trocken;keine;PCB - Kein;1
21;10;1;Konstantfahrt Blaubasalt trocken;Oval;Blaubasalt;Konstantfahrt;50 km/h;W75;Goodyear;8 bar;trocken;keine;PCB - Kein;2
22;11;1;Konstantfahrt Blaubasalt trocken;Oval;Blaubasalt;Konstantfahrt;80 km/h;W75;Goodyear;8 bar;trocken;keine;PCB - Kein;1
23;11;1;Konstantfahrt Blaubasalt trocken;Oval;Blaubasalt;Konstantfahrt;80 km/h;W75;Goodyear;8 bar;trocken;keine;PCB - Kein;2
24;12;1;Konstantfahrt Stahl trocken;Oval;Stahlbahn;Konstantfahrt;30 km/h;W75;Goodyear;8 bar;trocken;keine;PCB - Kein;1
25;12;1;Konstantfahrt Stahl trocken;Oval;Stahlbahn;Konstantfahrt;30 km/h;W75;Goodyear;8 bar;trocken;keine;PCB - Kein;2
26;13;1;Konstantfahrt Stahl trocken;Oval;Stahlbahn;Konstantfahrt;40 km/h;W75;Goodyear;8 bar;trocken;keine;PCB - Kein;1
27;13;1;Konstantfahrt Stahl trocken;Oval;Stahlbahn;Konstantfahrt;40 km/h;W75;Goodyear;8 bar;trocken;keine;PCB - Kein;2
28;14;1;Konstantfahrt Stahl trocken;Oval;Stahlbahn;Konstantfahrt;80 km/h;W75;Goodyear;8 bar;trocken;keine;PCB - Kein;1
29;14;1;Konstantfahrt Stahl trocken;Oval;Stahlbahn;Konstantfahrt;80 km/h;W75;Goodyear;8 bar;trocken;keine;PCB - Kein;2
30;15;1;Beschleunigungsfahrt trocken;Oval;Asphalt;Beschleunigung;0 - 80 km/h;W75;Goodyear;8 bar;trocken;keine;PCB - Kein;1
31;15;1;Beschleunigungsfahrt trocken;Oval;Asphalt;Beschleunigung;0 - 80 km/h;W75;Goodyear;8 bar;trocken;keine;PCB - Kein;2
32;16;1;Rollen trocken;Oval;Asphalt;Rollen;80 - X km/h;W75;Goodyear;8 bar;trocken;keine;PCB - Kein;1
33;16;1;Rollen trocken;Oval;Asphalt;Rollen;80 - X km/h;W75;Goodyear;8 bar;trocken;keine;PCB - Kein;2
34;17;1;Motor aus trocken;Oval;Asphalt;Rollen;80 - X km/h;W75;Goodyear;8 bar;trocken;keine;PCB - Kein;1
35;17;1;Motor aus trocken;Oval;Asphalt;Rollen;80 - X km/h;W75;Goodyear;8 bar;trocken;keine;PCB - Kein;2
36;18;1;Teilbremsung Asphalt trocken;Oval;Asphalt;Teillastbremsung;80 - 0 km/h;W75;Goodyear;8 bar;trocken;keine;PCB - Kein;1
37;18;1;Teilbremsung Asphalt trocken;Oval;Asphalt;Teillastbremsung;80 - 0 km/h;W75;Goodyear;8 bar;trocken;keine;PCB - Kein;2
38;19;1;Teilbremsung Blaubasalt trocken;Oval;Blaubasalt;Teillastbremsung;80 - 0 km/h;W75;Goodyear;8 bar;trocken;keine;PCB - Kein;1
39;19;1;Teilbremsung Blaubasalt trocken;Oval;Blaubasalt;Teillastbremsung;80 - 0 km/h;W75;Goodyear;8 bar;trocken;keine;PCB - Kein;2
40;20;1;Teilbremsung Stahl trocken;Oval;Stahlbahn;Teillastbremsung;80 - 0 km/h;W75;Goodyear;8 bar;trocken;keine;PCB - Kein;1
41;20;1;Teilbremsung Stahl trocken;Oval;Stahlbahn;Teillastbremsung;80 - 0 km/h;W75;Goodyear;8 bar;trocken;keine;PCB - Kein;2
42;21;1;Vollbremsung Asphalt trocken;Oval;Asphalt;Vollbremsung;80 - 0 km/h;W75;Goodyear;8 bar;trocken;keine;PCB - Kein;1
43;21;1;Vollbremsung Asphalt trocken;Oval;Asphalt;Vollbremsung;80 - 0 km/h;W75;Goodyear;8 bar;trocken;keine;PCB - Kein;2
44;22;1;Vollbremsung Blaubasalt trocken;Oval;Blaubasalt;Vollbremsung;50 - 0 km/h;W75;Goodyear;8 bar;trocken;keine;PCB - Kein;1
45;22;1;Vollbremsung Blaubasalt trocken;Oval;Blaubasalt;Vollbremsung;50 - 0 km/h;W75;Goodyear;8 bar;trocken;keine;PCB - Kein;2
46;23;1;Kurvenfahrt ESC-Kreisel trocken;ESC-Kreisel;Asphalt;Konstantfahrt;30 km/h;W75;Goodyear;8 bar;trocken;keine;PCB - Kein;1
47;23;1;Kurvenfahrt ESC-Kreisel trocken;ESC-Kreisel;Asphalt;Konstantfahrt;30 km/h;W75;Goodyear;8 bar;trocken;keine;PCB - Kein;2
48;24;1;Kurvenfahrt ESC-Kreisel trocken;ESC-Kreisel;Asphalt;Konstantfahrt;50 km/h;W75;Goodyear;8 bar;trocken;keine;PCB - Kein;1
49;24;1;Kurvenfahrt ESC-Kreisel trocken;ESC-Kreisel;Asphalt;Konstantfahrt;50 km/h;W75;Goodyear;8 bar;trocken;keine;PCB - Kein;2
50;25;1;Kurvenfahrt ESC-Kreisel trocken;ESC-Kreisel;Blaubasalt;Konstantfahrt;30 km/h;W75;Goodyear;8 bar;trocken;keine;PCB - Kein;1
51;25;1;Kurvenfahrt ESC-Kreisel trocken;ESC-Kreisel;Blaubasalt;Konstantfahrt;30 km/h;W75;Goodyear;8 bar;trocken;keine;PCB - Kein;2
52;26;1;Kurvenfahrt ESC-Kreisel trocken;ESC-Kreisel;Blaubasalt;Konstantfahrt;50 km/h;W75;Goodyear;8 bar;trocken;keine;PCB - Kein;1
53;26;1;Kurvenfahrt ESC-Kreisel trocken;ESC-Kreisel;Blaubasalt;Konstantfahrt;50 km/h;W75;Goodyear;8 bar;trocken;keine;PCB - Kein;2
54;27;1;Parallelfahrt;Oval;Asphalt;Konstantfahrt;50 km/h;W75;Goodyear;8 bar;nass/feucht;LKW/Sattelzug parallel;PCB - Kein;1
55;27;1;Parallelfahrt;Oval;Asphalt;Konstantfahrt;50 km/h;W75;Goodyear;8 bar;nass/feucht;LKW/Sattelzug parallel;PCB - Kein;2
56;27;1;Parallelfahrt;Oval;Asphalt;Konstantfahrt;50 km/h;W75;Goodyear;8 bar;nass/feucht;LKW/Sattelzug parallel;PCB - Kein;1
57;27;1;Parallelfahrt;Oval;Asphalt;Konstantfahrt;50 km/h;W75;Goodyear;8 bar;nass/feucht;LKW/Sattelzug parallel;PCB - Kein;2
58;28;1;Ueberholvorgang passiv;Oval;Asphalt;Konstantfahrt;30 km/h;W75;Goodyear;8 bar;nass/feucht;LKW/Sattelzug parallel;PCB - Kein;1
59;28;1;Ueberholvorgang passiv;Oval;Asphalt;Konstantfahrt;30 km/h;W75;Goodyear;8 bar;nass/feucht;LKW/Sattelzug parallel;PCB - Kein;2
60;29;1;Ueberholvorgang aktiv;Oval;Asphalt;Konstantfahrt;50 km/h;W75;Goodyear;8 bar;nass/feucht;LKW/Sattelzug parallel;PCB - Kein;1
61;29;1;Ueberholvorgang aktiv;Oval;Asphalt;Konstantfahrt;50 km/h;W75;Goodyear;8 bar;nass/feucht;LKW/Sattelzug parallel;PCB - Kein;2
62;30;1;Reifendruck hoch;Oval;Asphalt;Konstantfahrt;30 km/h;W75;Goodyear;9 bar;trocken;keine;PCB - Kein;1
63;30;1;Reifendruck hoch;Oval;Asphalt;Konstantfahrt;30 km/h;W75;Goodyear;9 bar;trocken;keine;PCB - Kein;2
64;31;1;Reifendruck hoch;Oval;Asphalt;Konstantfahrt;50 km/h;W75;Goodyear;9 bar;trocken;keine;PCB - Kein;1
65;31;1;Reifendruck hoch;Oval;Asphalt;Konstantfahrt;50 km/h;W75;Goodyear;9 bar;trocken;keine;PCB - Kein;2
66;32;1;Reifendruck hoch;Oval;Asphalt;Konstantfahrt;80 km/h;W75;Goodyear;9 bar;trocken;keine;PCB - Kein;1
67;32;1;Reifendruck hoch;Oval;Asphalt;Konstantfahrt;80 km/h;W75;Goodyear;9 bar;trocken;keine;PCB - Kein;2
68;33;1;Reifendruck niedrig;Oval;Asphalt;Konstantfahrt;30 km/h;W75;Goodyear;6 bar;trocken;keine;PCB - Kein;1
69;33;1;Reifendruck niedrig;Oval;Asphalt;Konstantfahrt;30 km/h;W75;Goodyear;6 bar;trocken;keine;PCB - Kein;2
70;34;1;Reifendruck niedrig;Oval;Asphalt;Konstantfahrt;50 km/h;W75;Goodyear;6 bar;trocken;keine;PCB - Kein;1
71;34;1;Reifendruck niedrig;Oval;Asphalt;Konstantfahrt;50 km/h;W75;Goodyear;6 bar;trocken;keine;PCB - Kein;2
72;35;1;Reifendruck niedrig;Oval;Asphalt;Konstantfahrt;80 km/h;W75;Goodyear;6 bar;trocken;keine;PCB - Kein;1
73;35;1;Reifendruck niedrig;Oval;Asphalt;Konstantfahrt;80 km/h;W75;Goodyear;6 bar;trocken;keine;PCB - Kein;2
74;36;1;Fremdkoerper im Reifen;Oval;Asphalt;Konstantfahrt;50 km/h;W75;Goodyear;6 bar;trocken;Reisszwecke im Profil;PCB - Kein;1
75;36;1;Fremdkoerper im Reifen;Oval;Asphalt;Konstantfahrt;50 km/h;W75;Goodyear;6 bar;trocken;Reisszwecke im Profil;PCB - Kein;2
76;37;2;Kurvenfahrt Fahrdynamikflaeche;Fahrdynamikflaeche;Asphalt;Konstantfahrt;50 km/h;W75;Goodyear;8 bar;nass;keine;PCB - Kein;1
77;37;2;Kurvenfahrt Fahrdynamikflaeche;Fahrdynamikflaeche;Asphalt;Konstantfahrt;50 km/h;W75;Goodyear;8 bar;nass;keine;PCB - Kein;2
78;38;2;Kurvenfahrt Fahrdynamikflaeche;Fahrdynamikflaeche;Asphalt;Konstantfahrt;50 km/h;W75;Goodyear;8 bar;nass;keine;PCB - Kein;1
79;38;2;Kurvenfahrt Fahrdynamikflaeche;Fahrdynamikflaeche;Asphalt;Konstantfahrt;50 km/h;W75;Goodyear;8 bar;nass;keine;PCB - Kein;2
80;39;2;Kurvenfahrt Fahrdynamikflaeche;Fahrdynamikflaeche;Asphalt;Konstantfahrt;40 km/h;W75;Goodyear;8 bar;nass;keine;PCB - Kein;1
81;39;2;Kurvenfahrt Fahrdynamikflaeche;Fahrdynamikflaeche;Asphalt;Konstantfahrt;40 km/h;W75;Goodyear;8 bar;nass;keine;PCB - Kein;2
82;40;2;Kurvenfahrt Fahrdynamikflaeche;Fahrdynamikflaeche;Asphalt;Konstantfahrt;30 km/h;W75;Goodyear;8 bar;nass;keine;PCB - Kein;1
83;40;2;Kurvenfahrt Fahrdynamikflaeche;Fahrdynamikflaeche;Asphalt;Konstantfahrt;30 km/h;W75;Goodyear;8 bar;nass;keine;PCB - Kein;2
84;41;2;Kurvenfahrt Fahrdynamikflaeche;Fahrdynamikflaeche;Asphalt;Konstantfahrt;50 km/h;W75;Goodyear;8 bar;feucht;keine;PCB - Kein;1
85;41;2;Kurvenfahrt Fahrdynamikflaeche;Fahrdynamikflaeche;Asphalt;Konstantfahrt;50 km/h;W75;Goodyear;8 bar;feucht;keine;PCB - Kein;2
86;42;2;Kurvenfahrt Fahrdynamikflaeche;Fahrdynamikflaeche;Asphalt;Konstantfahrt;50 km/h;W75;Goodyear;8 bar;feucht;keine;PCB - Kein;1
87;42;2;Kurvenfahrt Fahrdynamikflaeche;Fahrdynamikflaeche;Asphalt;Konstantfahrt;50 km/h;W75;Goodyear;8 bar;feucht;keine;PCB - Kein;2
88;43;2;Kurvenfahrt Fahrdynamikflaeche;Fahrdynamikflaeche;Asphalt;Konstantfahrt;50 km/h;W75;Goodyear;8 bar;feucht;keine;PCB - Kein;1
89;43;2;Kurvenfahrt Fahrdynamikflaeche;Fahrdynamikflaeche;Asphalt;Konstantfahrt;50 km/h;W75;Goodyear;8 bar;feucht;keine;PCB - Kein;2
90;44;2;Kurvenfahrt Fahrdynamikflaeche;Fahrdynamikflaeche;Asphalt;Konstantfahrt;50 km/h;W75;Goodyear;8 bar;feucht;keine;PCB - Kein;1
91;44;2;Kurvenfahrt Fahrdynamikflaeche;Fahrdynamikflaeche;Asphalt;Konstantfahrt;50 km/h;W75;Goodyear;8 bar;feucht;keine;PCB - Kein;2
92;45;2;Konstantfahrt Asphalt feucht;Oval;Asphalt;Konstantfahrt;30 km/h;W75;Goodyear;8 bar;feucht;keine;PCB - Kein;1
93;45;2;Konstantfahrt Asphalt feucht;Oval;Asphalt;Konstantfahrt;30 km/h;W75;Goodyear;8 bar;feucht;keine;PCB - Kein;2
94;46;2;Konstantfahrt Asphalt feucht;Oval;Asphalt;Konstantfahrt;50 km/h;W75;Goodyear;8 bar;feucht;keine;PCB - Kein;1
95;46;2;Konstantfahrt Asphalt feucht;Oval;Asphalt;Konstantfahrt;50 km/h;W75;Goodyear;8 bar;feucht;keine;PCB - Kein;2
96;47;2;Konstantfahrt Asphalt feucht;Oval;Asphalt;Konstantfahrt;80 km/h;W75;Goodyear;8 bar;feucht;keine;PCB - Kein;1
97;47;2;Konstantfahrt Asphalt feucht;Oval;Asphalt;Konstantfahrt;80 km/h;W75;Goodyear;8 bar;feucht;keine;PCB - Kein;2
98;48;2;Konstantfahrt Beton feucht;Oval;Beton;Konstantfahrt;30 km/h;W75;Goodyear;8 bar;feucht;keine;PCB - Kein;1
99;48;2;Konstantfahrt Beton feucht;Oval;Beton;Konstantfahrt;30 km/h;W75;Goodyear;8 bar;feucht;keine;PCB - Kein;2
100;49;2;Konstantfahrt Beton feucht;Oval;Beton;Konstantfahrt;50 km/h;W75;Goodyear;8 bar;feucht;keine;PCB - Kein;1
101;49;2;Konstantfahrt Beton feucht;Oval;Beton;Konstantfahrt;50 km/h;W75;Goodyear;8 bar;feucht;keine;PCB - Kein;2
102;50;2;Konstantfahrt Beton feucht;Oval;Beton;Konstantfahrt;80 km/h;W75;Goodyear;8 bar;feucht;keine;PCB - Kein;1
103;50;2;Konstantfahrt Beton feucht;Oval;Beton;Konstantfahrt;80 km/h;W75;Goodyear;8 bar;feucht;keine;PCB - Kein;2
104;51;2;Konstantfahrt Blaubasalt feucht;Oval;Blaubasalt;Konstantfahrt;30 km/h;W75;Goodyear;8 bar;feucht;keine;PCB - Kein;1
105;51;2;Konstantfahrt Blaubasalt feucht;Oval;Blaubasalt;Konstantfahrt;30 km/h;W75;Goodyear;8 bar;feucht;keine;PCB - Kein;2
106;52;2;Konstantfahrt Blaubasalt feucht;Oval;Blaubasalt;Konstantfahrt;50 km/h;W75;Goodyear;8 bar;feucht;keine;PCB - Kein;1
107;52;2;Konstantfahrt Blaubasalt feucht;Oval;Blaubasalt;Konstantfahrt;50 km/h;W75;Goodyear;8 bar;feucht;keine;PCB - Kein;2
108;53;2;Konstantfahrt Blaubasalt feucht;Oval;Blaubasalt;Konstantfahrt;80 km/h;W75;Goodyear;8 bar;feucht;keine;PCB - Kein;1
109;53;2;Konstantfahrt Blaubasalt feucht;Oval;Blaubasalt;Konstantfahrt;80 km/h;W75;Goodyear;8 bar;feucht;keine;PCB - Kein;2
110;54;2;Konstantfahrt Stahl feucht;Oval;Stahlbahn;Konstantfahrt;30 km/h;W75;Goodyear;8 bar;feucht;keine;PCB - Kein;1
111;54;2;Konstantfahrt Stahl feucht;Oval;Stahlbahn;Konstantfahrt;30 km/h;W75;Goodyear;8 bar;feucht;keine;PCB - Kein;2
112;55;2;Konstantfahrt Stahl feucht;Oval;Stahlbahn;Konstantfahrt;50 km/h;W75;Goodyear;8 bar;feucht;keine;PCB - Kein;1
113;55;2;Konstantfahrt Stahl feucht;Oval;Stahlbahn;Konstantfahrt;50 km/h;W75;Goodyear;8 bar;feucht;keine;PCB - Kein;2
114;56;2;Konstantfahrt Stahl feucht;Oval;Stahlbahn;Konstantfahrt;80 km/h;W75;Goodyear;8 bar;feucht;keine;PCB - Kein;1
115;56;2;Konstantfahrt Stahl feucht;Oval;Stahlbahn;Konstantfahrt;80 km/h;W75;Goodyear;8 bar;feucht;keine;PCB - Kein;2
116;57;2;Beschleunigungsfahrt feucht;Oval;Asphalt;Beschleunigung;0 - 80 km/h;W75;Goodyear;8 bar;feucht;keine;PCB - Kein;1
117;57;2;Beschleunigungsfahrt feucht;Oval;Asphalt;Beschleunigung;0 - 80 km/h;W75;Goodyear;8 bar;feucht;keine;PCB - Kein;2
118;58;2;Rollen feucht;Oval;Asphalt;Rollen;80 - X km/h;W75;Goodyear;8 bar;feucht;keine;PCB - Kein;1
119;58;2;Rollen feucht;Oval;Asphalt;Rollen;80 - X km/h;W75;Goodyear;8 bar;feucht;keine;PCB - Kein;2
120;59;2;Motor aus feucht;Oval;Asphalt;Rollen;80 - X km/h;W75;Goodyear;8 bar;feucht;keine;PCB - Kein;1
121;59;2;Motor aus feucht;Oval;Asphalt;Rollen;80 - X km/h;W75;Goodyear;8 bar;feucht;keine;PCB - Kein;2
122;60;2;Teilbremsung Asphalt feucht;Oval;Asphalt;Teillastbremsung;80 - 0 km/h;W75;Goodyear;8 bar;feucht;keine;PCB - Kein;1
123;60;2;Teilbremsung Asphalt feucht;Oval;Asphalt;Teillastbremsung;80 - 0 km/h;W75;Goodyear;8 bar;feucht;keine;PCB - Kein;2
124;61;2;Teilbremsung Blaubasalt feucht;Oval;Blaubasalt;Teillastbremsung;80 - 0 km/h;W75;Goodyear;8 bar;feucht;keine;PCB - Kein;1
125;61;2;Teilbremsung Blaubasalt feucht;Oval;Blaubasalt;Teillastbremsung;80 - 0 km/h;W75;Goodyear;8 bar;feucht;keine;PCB - Kein;2
126;62;2;Teilbremsung Stahl feucht;Oval;Stahlbahn;Teillastbremsung;80 - 0 km/h;W75;Goodyear;8 bar;feucht;keine;PCB - Kein;1
127;62;2;Teilbremsung Stahl feucht;Oval;Stahlbahn;Teillastbremsung;80 - 0 km/h;W75;Goodyear;8 bar;feucht;keine;PCB - Kein;2
128;63;2;Vollbremsung Asphalt feucht;Oval;Asphalt;Vollbremsung;80 - 0 km/h;W75;Goodyear;8 bar;feucht;keine;PCB - Kein;1
129;63;2;Vollbremsung Asphalt feucht;Oval;Asphalt;Vollbremsung;80 - 0 km/h;W75;Goodyear;8 bar;feucht;keine;PCB - Kein;2
130;64;2;Vollbremsung Blaubasalt feucht;Oval;Blaubasalt;Vollbremsung;80 - 0 km/h;W75;Goodyear;8 bar;feucht;keine;PCB - Kein;1
131;64;2;Vollbremsung Blaubasalt feucht;Oval;Blaubasalt;Vollbremsung;80 - 0 km/h;W75;Goodyear;8 bar;feucht;keine;PCB - Kein;2
132;65;2;Vollbremsung Stahl feucht;Oval;Stahlbahn;Vollbremsung;80 - 0 km/h;W75;Goodyear;8 bar;feucht;keine;PCB - Kein;1
133;65;2;Vollbremsung Stahl feucht;Oval;Stahlbahn;Vollbremsung;80 - 0 km/h;W75;Goodyear;8 bar;feucht;keine;PCB - Kein;2
134;66;2;Kurvenfahrt ESC-Kreisel feucht;ESC-Kreisel;Asphalt;Konstantfahrt;30 km/h;W75;Goodyear;8 bar;feucht;keine;PCB - Kein;1
135;66;2;Kurvenfahrt ESC-Kreisel feucht;ESC-Kreisel;Asphalt;Konstantfahrt;30 km/h;W75;Goodyear;8 bar;feucht;keine;PCB - Kein;2
136;67;2;Kurvenfahrt ESC-Kreisel feucht;ESC-Kreisel;Asphalt;Konstantfahrt;50 km/h;W75;Goodyear;8 bar;feucht;keine;PCB - Kein;1
137;67;2;Kurvenfahrt ESC-Kreisel feucht;ESC-Kreisel;Asphalt;Konstantfahrt;50 km/h;W75;Goodyear;8 bar;feucht;keine;PCB - Kein;2
138;68;2;Kurvenfahrt ESC-Kreisel feucht;ESC-Kreisel;Blaubasalt;Konstantfahrt;30 km/h;W75;Goodyear;8 bar;feucht;keine;PCB - Kein;1
139;68;2;Kurvenfahrt ESC-Kreisel feucht;ESC-Kreisel;Blaubasalt;Konstantfahrt;30 km/h;W75;Goodyear;8 bar;feucht;keine;PCB - Kein;2
140;69;2;Kurvenfahrt ESC-Kreisel feucht;ESC-Kreisel;Blaubasalt;Konstantfahrt;50 km/h;W75;Goodyear;8 bar;feucht;keine;PCB - Kein;1
141;69;2;Kurvenfahrt ESC-Kreisel feucht;ESC-Kreisel;Blaubasalt;Konstantfahrt;50 km/h;W75;Goodyear;8 bar;feucht;keine;PCB - Kein;2
142;70;2;Parallelfahrt;Oval;Asphalt;Konstantfahrt;80 km/h;W75;Goodyear;8 bar;feucht;LKW/Sattelzug parallel;PCB - Kein;1
143;70;2;Parallelfahrt;Oval;Asphalt;Konstantfahrt;80 km/h;W75;Goodyear;8 bar;feucht;LKW/Sattelzug parallel;PCB - Kein;2
144;71;2;Ueberholvorgang passiv;Oval;Asphalt;Konstantfahrt;80 km/h;W75;Goodyear;8 bar;feucht;LKW/Sattelzug parallel;PCB - Kein;1
145;71;2;Ueberholvorgang passiv;Oval;Asphalt;Konstantfahrt;80 km/h;W75;Goodyear;8 bar;feucht;LKW/Sattelzug parallel;PCB - Kein;2
146;72;2;Ueberholvorgang aktiv;Oval;Asphalt;Konstantfahrt;80 km/h;W75;Goodyear;8 bar;feucht;LKW/Sattelzug parallel;PCB - Kein;1
147;72;2;Ueberholvorgang aktiv;Oval;Asphalt;Konstantfahrt;80 km/h;W75;Goodyear;8 bar;feucht;LKW/Sattelzug parallel;PCB - Kein;2
148;73;2;Reifendruck hoch;Oval;Asphalt;Konstantfahrt;30 km/h;W75;Goodyear;9 bar;feucht;keine;PCB - Kein;1
149;73;2;Reifendruck hoch;Oval;Asphalt;Konstantfahrt;30 km/h;W75;Goodyear;9 bar;feucht;keine;PCB - Kein;2
150;74;2;Reifendruck hoch;Oval;Asphalt;Konstantfahrt;50 km/h;W75;Goodyear;9 bar;feucht;keine;PCB - Kein;1
151;74;2;Reifendruck hoch;Oval;Asphalt;Konstantfahrt;50 km/h;W75;Goodyear;9 bar;feucht;keine;PCB - Kein;2
152;75;2;Reifendruck hoch;Oval;Asphalt;Konstantfahrt;80 km/h;W75;Goodyear;9 bar;feucht;keine;PCB - Kein;1
153;75;2;Reifendruck hoch;Oval;Asphalt;Konstantfahrt;80 km/h;W75;Goodyear;9 bar;feucht;keine;PCB - Kein;2
154;76;2;Reifendruck niedrig;Oval;Asphalt;Konstantfahrt;30 km/h;W75;Goodyear;6 bar;feucht;keine;PCB - Kein;1
155;76;2;Reifendruck niedrig;Oval;Asphalt;Konstantfahrt;30 km/h;W75;Goodyear;6 bar;feucht;keine;PCB - Kein;2
156;77;2;Reifendruck niedrig;Oval;Asphalt;Konstantfahrt;50 km/h;W75;Goodyear;6 bar;feucht;keine;PCB - Kein;1
157;77;2;Reifendruck niedrig;Oval;Asphalt;Konstantfahrt;50 km/h;W75;Goodyear;6 bar;feucht;keine;PCB - Kein;2
158;78;2;Reifendruck niedrig;Oval;Asphalt;Konstantfahrt;80 km/h;W75;Goodyear;6 bar;feucht;keine;PCB - Kein;1
159;78;2;Reifendruck niedrig;Oval;Asphalt;Konstantfahrt;80 km/h;W75;Goodyear;6 bar;feucht;keine;PCB - Kein;2
160;79;2;Konstantfahrt Asphalt nass;Oval;Asphalt;Konstantfahrt;30 km/h;W75;Goodyear;8 bar;nass;keine;PCB - Kein;1
161;79;2;Konstantfahrt Asphalt nass;Oval;Asphalt;Konstantfahrt;30 km/h;W75;Goodyear;8 bar;nass;keine;PCB - Kein;2
162;80;2;Konstantfahrt Asphalt nass;Oval;Asphalt;Konstantfahrt;50 km/h;W75;Goodyear;8 bar;nass;keine;PCB - Kein;1
163;80;2;Konstantfahrt Asphalt nass;Oval;Asphalt;Konstantfahrt;50 km/h;W75;Goodyear;8 bar;nass;keine;PCB - Kein;2
164;81;2;Konstantfahrt Asphalt nass;Oval;Asphalt;Konstantfahrt;80 km/h;W75;Goodyear;8 bar;nass;keine;PCB - Kein;1
165;81;2;Konstantfahrt Asphalt nass;Oval;Asphalt;Konstantfahrt;80 km/h;W75;Goodyear;8 bar;nass;keine;PCB - Kein;2
166;82;2;Konstantfahrt Beton nass;Oval;Beton;Konstantfahrt;30 km/h;W75;Goodyear;8 bar;nass;keine;PCB - Kein;1
167;82;2;Konstantfahrt Beton nass;Oval;Beton;Konstantfahrt;30 km/h;W75;Goodyear;8 bar;nass;keine;PCB - Kein;2
168;83;2;Konstantfahrt Beton nass;Oval;Beton;Konstantfahrt;50 km/h;W75;Goodyear;8 bar;nass;keine;PCB - Kein;1
169;83;2;Konstantfahrt Beton nass;Oval;Beton;Konstantfahrt;50 km/h;W75;Goodyear;8 bar;nass;keine;PCB - Kein;2
170;84;2;Konstantfahrt Beton nass;Oval;Beton;Konstantfahrt;80 km/h;W75;Goodyear;8 bar;nass;keine;PCB - Kein;1
171;84;2;Konstantfahrt Beton nass;Oval;Beton;Konstantfahrt;80 km/h;W75;Goodyear;8 bar;nass;keine;PCB - Kein;2
